,algorithm,leaf_size,n_neighbors,weights,score
117,kd_tree,50,5,distance,0.8141494801401701
118,kd_tree,50,6,uniform,0.80978451224175
119,kd_tree,50,6,distance,0.8170968343155172
120,brute,10,3,uniform,0.7886855285604621
121,brute,10,3,distance,0.7950547473251994
122,brute,10,4,uniform,0.8050196258574978
123,brute,10,4,distance,0.8110516439666083
124,brute,10,5,uniform,0.8068439739654745
125,brute,10,5,distance,0.8141494801401701
126,brute,10,6,uniform,0.80978451224175
127,brute,10,6,distance,0.8170968343155172
128,brute,30,3,uniform,0.7886855285604621
129,brute,30,3,distance,0.7950547473251994
130,brute,30,4,uniform,0.8050196258574978
131,brute,30,4,distance,0.8110516439666083
132,brute,30,5,uniform,0.8068439739654745
133,brute,30,5,distance,0.8141494801401701
134,brute,30,6,uniform,0.80978451224175
135,brute,30,6,distance,0.8170968343155172
136,brute,30,3,uniform,0.7886855285604621
137,brute,30,3,distance,0.7950547473251994
138,brute,30,4,uniform,0.8050196258574978
139,brute,30,4,distance,0.8110516439666083
140,brute,30,5,uniform,0.8068439739654745
141,brute,30,5,distance,0.8141494801401701
142,brute,30,6,uniform,0.80978451224175
143,brute,30,6,distance,0.8170968343155172
144,brute,50,3,uniform,0.7886855285604621
145,brute,50,3,distance,0.7950547473251994
146,brute,50,4,uniform,0.8050196258574978
147,brute,50,4,distance,0.8110516439666083
148,brute,50,5,uniform,0.8068439739654745
149,brute,50,5,distance,0.8141494801401701
150,brute,50,6,uniform,0.80978451224175
151,brute,50,6,distance,0.8170968343155172
152,brute,50,3,uniform,0.7886855285604621
153,brute,50,3,distance,0.7950547473251994
154,brute,50,4,uniform,0.8050196258574978
155,brute,50,4,distance,0.8110516439666083
156,brute,50,5,uniform,0.8068439739654745
157,brute,50,5,distance,0.8141494801401701
158,brute,50,6,uniform,0.80978451224175
159,brute,50,6,distance,0.8170968343155172
0,auto,10,3,uniform,0.7009116375981792
1,auto,10,3,distance,0.7031941289153061
2,auto,10,4,uniform,0.7343241392456377
3,auto,10,4,distance,0.7344796595318601
4,auto,10,5,uniform,0.7546126933496488
5,auto,10,5,distance,0.7553790069232151
6,auto,10,6,uniform,0.7628771911145835
7,auto,10,6,distance,0.7647301559697417
8,auto,30,3,uniform,0.7009116375981792
9,auto,30,3,distance,0.7031941289153061
10,auto,30,4,uniform,0.7343241392456377
11,auto,30,4,distance,0.7344796595318601
12,auto,30,5,uniform,0.7546126933496488
13,auto,30,5,distance,0.7553790069232151
14,auto,30,6,uniform,0.7628771911145835
15,auto,30,6,distance,0.7647301559697417
16,auto,30,3,uniform,0.7009116375981792
17,auto,30,3,distance,0.7031941289153061
18,auto,30,4,uniform,0.7343241392456377
19,auto,30,4,distance,0.7344796595318601
20,auto,30,5,uniform,0.7546126933496488
21,auto,30,5,distance,0.7553790069232151
22,auto,30,6,uniform,0.7628771911145835
23,auto,30,6,distance,0.7647301559697417
24,auto,50,3,uniform,0.7009116375981792
25,auto,50,3,distance,0.7031941289153061
26,auto,50,4,uniform,0.7343241392456377
27,auto,50,4,distance,0.7344796595318601
28,auto,50,5,uniform,0.7546126933496488
29,auto,50,5,distance,0.7553790069232151
30,auto,50,6,uniform,0.7628771911145835
31,auto,50,6,distance,0.7647301559697417
32,auto,50,3,uniform,0.7009116375981792
33,auto,50,3,distance,0.7031941289153061
34,auto,50,4,uniform,0.7343241392456377
35,auto,50,4,distance,0.7344796595318601
36,auto,50,5,uniform,0.7546126933496488
37,auto,50,5,distance,0.7553790069232151
38,auto,50,6,uniform,0.7628771911145835
39,auto,50,6,distance,0.7647301559697417
40,ball_tree,10,3,uniform,0.7009116375981792
41,ball_tree,10,3,distance,0.7031941289153061
42,ball_tree,10,4,uniform,0.7343241392456377
43,ball_tree,10,4,distance,0.7344796595318601
44,ball_tree,10,5,uniform,0.7546126933496488
45,ball_tree,10,5,distance,0.7553790069232151
46,ball_tree,10,6,uniform,0.7628771911145835
47,ball_tree,10,6,distance,0.7647301559697417
48,ball_tree,30,3,uniform,0.7009116375981792
49,ball_tree,30,3,distance,0.7031941289153061
50,ball_tree,30,4,uniform,0.7343241392456377
51,ball_tree,30,4,distance,0.7344796595318601
52,ball_tree,30,5,uniform,0.7546126933496488
53,ball_tree,30,5,distance,0.7553790069232151
54,ball_tree,30,6,uniform,0.7628771911145835
55,ball_tree,30,6,distance,0.7647301559697417
56,ball_tree,30,3,uniform,0.7009116375981792
57,ball_tree,30,3,distance,0.7031941289153061
58,ball_tree,30,4,uniform,0.7343241392456377
59,ball_tree,30,4,distance,0.7344796595318601
60,ball_tree,30,5,uniform,0.7546126933496488
61,ball_tree,30,5,distance,0.7553790069232151
62,ball_tree,30,6,uniform,0.7628771911145835
63,ball_tree,30,6,distance,0.7647301559697417
64,ball_tree,50,3,uniform,0.7009116375981792
65,ball_tree,50,3,distance,0.7031941289153061
66,ball_tree,50,4,uniform,0.7343241392456377
67,ball_tree,50,4,distance,0.7344796595318601
68,ball_tree,50,5,uniform,0.7546126933496488
69,ball_tree,50,5,distance,0.7553790069232151
70,ball_tree,50,6,uniform,0.7628771911145835
71,ball_tree,50,6,distance,0.7647301559697417
72,ball_tree,50,3,uniform,0.7009116375981792
73,ball_tree,50,3,distance,0.7031941289153061
74,ball_tree,50,4,uniform,0.7343241392456377
75,ball_tree,50,4,distance,0.7344796595318601
76,ball_tree,50,5,uniform,0.7546126933496488
77,ball_tree,50,5,distance,0.7553790069232151
78,ball_tree,50,6,uniform,0.7628771911145835
79,ball_tree,50,6,distance,0.7647301559697417
80,kd_tree,10,3,uniform,0.7009116375981792
81,kd_tree,10,3,distance,0.7031941289153061
82,kd_tree,10,4,uniform,0.7343241392456377
83,kd_tree,10,4,distance,0.7344796595318601
84,kd_tree,10,5,uniform,0.7546126933496488
85,kd_tree,10,5,distance,0.7553790069232151
86,kd_tree,10,6,uniform,0.7628771911145835
87,kd_tree,10,6,distance,0.7647301559697417
88,kd_tree,30,3,uniform,0.7009116375981792
89,kd_tree,30,3,distance,0.7031941289153061
90,kd_tree,30,4,uniform,0.7343241392456377
91,kd_tree,30,4,distance,0.7344796595318601
92,kd_tree,30,5,uniform,0.7546126933496488
93,kd_tree,30,5,distance,0.7553790069232151
94,kd_tree,30,6,uniform,0.7628771911145835
95,kd_tree,30,6,distance,0.7647301559697417
96,kd_tree,30,3,uniform,0.7009116375981792
97,kd_tree,30,3,distance,0.7031941289153061
98,kd_tree,30,4,uniform,0.7343241392456377
99,kd_tree,30,4,distance,0.7344796595318601
100,kd_tree,30,5,uniform,0.7546126933496488
101,kd_tree,30,5,distance,0.7553790069232151
102,kd_tree,30,6,uniform,0.7628771911145835
103,kd_tree,30,6,distance,0.7647301559697417
104,kd_tree,50,3,uniform,0.7009116375981792
105,kd_tree,50,3,distance,0.7031941289153061
106,kd_tree,50,4,uniform,0.7343241392456377
107,kd_tree,50,4,distance,0.7344796595318601
108,kd_tree,50,5,uniform,0.7546126933496488
109,kd_tree,50,5,distance,0.7553790069232151
110,kd_tree,50,6,uniform,0.7628771911145835
111,kd_tree,50,6,distance,0.7647301559697417
112,kd_tree,50,3,uniform,0.7009116375981792
113,kd_tree,50,3,distance,0.7031941289153061
114,kd_tree,50,4,uniform,0.7343241392456377
115,kd_tree,50,4,distance,0.7344796595318601
116,kd_tree,50,5,uniform,0.7546126933496488
117,kd_tree,50,5,distance,0.7553790069232151
118,kd_tree,50,6,uniform,0.7628771911145835
119,kd_tree,50,6,distance,0.7647301559697417
120,brute,10,3,uniform,0.7009116375981792
121,brute,10,3,distance,0.7031941289153061
122,brute,10,4,uniform,0.7343241392456377
123,brute,10,4,distance,0.7344796595318601
124,brute,10,5,uniform,0.7546126933496488
125,brute,10,5,distance,0.7553790069232152
126,brute,10,6,uniform,0.7628771911145835
127,brute,10,6,distance,0.7647301559697418
128,brute,30,3,uniform,0.7009116375981792
129,brute,30,3,distance,0.7031941289153061
130,brute,30,4,uniform,0.7343241392456377
131,brute,30,4,distance,0.7344796595318601
132,brute,30,5,uniform,0.7546126933496488
133,brute,30,5,distance,0.7553790069232152
134,brute,30,6,uniform,0.7628771911145835
135,brute,30,6,distance,0.7647301559697418
136,brute,30,3,uniform,0.7009116375981792
137,brute,30,3,distance,0.7031941289153061
138,brute,30,4,uniform,0.7343241392456377
139,brute,30,4,distance,0.7344796595318601
140,brute,30,5,uniform,0.7546126933496488
141,brute,30,5,distance,0.7553790069232152
142,brute,30,6,uniform,0.7628771911145835
143,brute,30,6,distance,0.7647301559697418
144,brute,50,3,uniform,0.7009116375981792
145,brute,50,3,distance,0.7031941289153061
146,brute,50,4,uniform,0.7343241392456377
147,brute,50,4,distance,0.7344796595318601
148,brute,50,5,uniform,0.7546126933496488
149,brute,50,5,distance,0.7553790069232152
150,brute,50,6,uniform,0.7628771911145835
151,brute,50,6,distance,0.7647301559697418
152,brute,50,3,uniform,0.7009116375981792
153,brute,50,3,distance,0.7031941289153061
154,brute,50,4,uniform,0.7343241392456377
155,brute,50,4,distance,0.7344796595318601
156,brute,50,5,uniform,0.7546126933496488
157,brute,50,5,distance,0.7553790069232152
158,brute,50,6,uniform,0.7628771911145835
159,brute,50,6,distance,0.7647301559697418
